index,functions,pair,candidate_TPL,label
43774,"1. Play online audio for listening pleasure
2. Recite verses for protection from black magic
3. Use ruqyah for healing and cure
4. Listen to prevent being a victim of evil acts
5. Recite specific verses from the Quran
6. Identify symptoms of being affected by ruqyah
7. Identify symptoms of being affected by evil eye
8. Read surah one or three times in one sitting
9. Non-Muslims can use the app for unidentified problems","[""Android BitmapFun"", ""SLF4J API Module""]","[""ActionBarSherlock""]",True
23565,"1. Drive heavy trucks to excavate and transport oil cargo
2. Attach fuel tankers to heavy trucks
3. Transport fuel to factories or petrol stations
4. Perform real transporter driver duty
5. Race through offroad traffic avoiding obstacles
6. Use crane to offload cargo train and load truck
7. Steer vehicle carefully and follow traffic regulations
8. Park cargo transportation truck in proper parking area
9. Collect cargo and deliver it safely
10. Operate mega transporter machine and transport cargo
11. Drive on rugged terrains and extreme weather conditions
12. Transport people to their destinations in Midtown city
13. Experience madness of off-road bus driving simulator
14. Drive with extreme safety and complete missions
15. Enjoy attractive 3D environment and realistic animations
16. Use smooth steering, brakes, drifting, and lifting
17. Thrill of driving on off roads and steep hill climbing paths
18. Roam around, collect luggage, and drop them off
19. Rush to destination on scheduled time
20. Deliver cargo with precision and speed driving","[""Supersonic Android SDK"", ""Google Play SDK""]","[""Supersonic MediationSDK(Abandoned)""]",True
27945,"1. Hunt zombie dogs in different levels.
2. Fire on zombie dogs before they attack.
3. Experience awesome 3D graphics on Android.
4. Face new challenges in each of the 50 levels.
5. Choose from 3 types of guns.
6. Enjoy realistic sniper physics.
7. Immerse yourself in awesome sound effects.
8. Share the game with friends and on social media.","[""AndroidNative"", ""Facebook SDK""]","[""Image Chooser library""]",True
36162,"1. Studio service information
2. Digital loyalty card
3. Exclusive vouchers
4. Great information about the studio
5. Easy access to app features","[""Android BitmapFun"", ""KObjects""]","[""Apache Common""]",False
24657,"- Join Kiki and friends for a big family dinner
- Count down the hour and get ready for fun
- Attend the extravaganza and firework show
- Go around the world to experience the noise and festivity
- Introduce children to a mysterious and fun holiday
- Expand children's knowledge about the world
- Learn Chinese language and culture with Kiki and friends","[""Umeng Analytics"", ""Volley HTTP library""]","[""Umeng Common""]",True
35040,"- Convenient online ordering
- No registration required for placing orders
- Convenient search function
- Illustrated menu with descriptions
- Participation in promotions through the app","[""Simonvt MenuDrawer"", ""Twitter4J""]","[""Apache Http""]",False
37433,"1. Home: Access the main page of the app.
2. Find us: Locate the physical address of the company.
3. Photos: View images related to the company's products and services.
4. Facebook: Connect with the company's Facebook page.
5. Contact us: Get in touch with the company via phone, fax, or email.
6. Instagram: Connect with the company's Instagram account.
7. Twitter: Connect with the company's Twitter account.
8. Inquiry: Submit an inquiry or request for information.
9. Blog: Access the company's blog for updates and news.","[""Joanzapata PDFView"", ""Google Analytics""]","[""Vudroid PDF Reader""]",True
13370,"1. Establish your own maffia character.
2. Form a crew.
3. Earn money.
4. Receive respect.
5. Become a real godfather.
6. Work your way up in the world of the maffia.
7. Role playing in a maffia game.
8. Add the right skills.
9. Buy the right weapons, ammunition, and armor.
10. Do small and big crimes.
11. Own your own casino's.
12. Let gangsters gamble all their money away.
13. Grow, sell, and transport drugs.
14. Make money.
15. Improve your buildings.
16. Rack up your equipment.
17. Become a respected player.
18. Collaborate with fellow gangsters.
19. Form a crew.
20. Lots of social elements.
21. Unique dynamic gameplay.
22. Regular updates.","[""Apache Common"", ""Android Support v7""]","[""Jaxen""]",True
48464,"1. Create your own original mold
2. Choose cookie dough (base color)
3. Stretch the dough with your fingers
4. Trace with your finger to create a mold
5. Cut out the dough by tapping with your finger
6. Draw on fabrics of other colors
7. Bake the cookies in the oven
8. Decorate the cookies with chocolate pens
9. Save up to 8 items
10. Post your creations on the website
11. Collect cute stickers by playing daily
12. Hide advertisements with a paid option","[""Adobe Air FRE"", ""Android Support v13""]","[""Adobe Air""]",True
21216,"1. Platform game with single tap control scheme
2. Roll from tile to tile, avoiding obstacles
3. Collect coins while navigating the game
4. Pay close attention to avoid starting over
5. Choose from 20 playable characters
6. Play in both Portrait and Landscape mode","[""Unity3d Advertisement"", ""Google Ads""]","[""Unity3D""]",True
28451,"1. Unleash your inner genius to plan your moves.
2. Place your coins strategically to complete levels.
3. Use coins to pick up stars and score points.
4. Use power ups to protect your coins.
5. Purchase levels, coins, replays, or power ups.
6. Use replays to undo a move without losing points.
7. Play on your own or against opponents.
8. Unlock arenas with multiple levels.
9. Unlock different coins.
10. View leaderboards and achievements.","[""Fabric"", ""Square Otto""]","[""Crashlytics""]",True
23805,"1. Easily search, filter, and sort travel options
2. Get mobile-only rates and Private Deals
3. Set Price Alerts for price drops
4. Keep travel plans organized in one place
5. Compare flight deals from 900+ sites
6. Find a rental car that fits your trip
7. Compare hotels, vacation rentals, and unique stays
8. Discover new destinations on your budget
9. Measure your bag with AR measuring tool
10. Create Price Alerts to never miss a deal","[""Retrofit Restful Library"", ""Facebook SDK""]","[""OKHttp3.0""]",True
14083,"1. Unique mobile slot-machine puzzle game
2. Card battle with Ultraman characters
3. Role-playing (RPG) elements in the game
4. Social game features with Facebook integration
5. Collect over 400+ cards with different skills
6. Upgrade cards for stronger abilities
7. Match 3 slots of the same color for powerful attacks
8. Play through over 100+ missions and dungeons
9. Participate in special events for extra challenges
10. Invite friends from Facebook to form strong alliances.","[""Weibo"", ""Scribe Java Lib""]","[""Sina SSO""]",True
48368,"1. Listen to Rayo Vallecano radio live.
2. Access podcasts of Rayo Vallecano radio.
3. Listen to Rayo Vallecano radio on mobile devices.","[""Android BitmapFun"", ""Google Ads""]","[""Kankan Wheel View""]",True
35485,"1. Customer coupons and gifts
2. Age verification for purchasing products
3. Buy mods, vape pens, juice, and accessories
4. Real-time price comparison with competitors
5. Exclusive fans area
6. Gallery for customers
7. Additional features available in the app","[""PayPal"", ""Apache Http""]","[""Simonvt MenuDrawer""]",True
23708,"1. Watch animated 3D safari animals in chess
2. Send lightning bolt, fiery asteroids, or TNT
3. Play classic Animal Chess Edition
4. Play Last Animal Standing Edition
5. Play Special Animal Chess Edition
6. Design your own chess board
7. Choose your winning colors","[""Square Dagger"", ""Nine Old Androids""]","[""Vungle's Android SDK""]",True
42597,"1. Browse almost 200 delicious muffin recipes
2. Find recipes conveniently categorized by muffin type
3. Watch video recipes for step-by-step instructions
4. Discover brand new recipes every day
5. Explore quick and easy muffin recipes
6. Try out chocolate, blueberry, banana, and apple muffins
7. Make healthy muffins with ease
8. Access a variety of bran and corn muffin recipes
9. Save time and effort with this easy-to-use app","[""Android BitmapFun"", ""Google Ads""]","[""SLF4J API Module""]",True
23829,"1. Choose dress for doll
2. Create hairstyles for Cinderella
3. Apply makeup to Cinderella
4. Get fashion jewelry and accessories
5. Save and share photos of the lady","[""Yandex Mobile Ads"", ""Amazon Advertisement""]","[""Fmod""]",True
18749,"1. Take challenging Car Driving Tests
2. Practice driving skills with realistic simulations
3. Learn traffic rules and regulations for safe driving
4. Improve your knowledge of road signs and signals
5. Test your understanding of driving theory
6. Prepare for your driver's license exam
7. Track your progress and see your test results
8. Access a variety of driving test scenarios
9. Receive feedback and tips for better driving skills","[""OPFIab Library for Android"", ""Amazon In-App Purchasing""]","[""Supersonic MediationSDK(Abandoned)""]",True
30107,"1. Hunt spirits of ghosts and monsters
2. Absorb spirits to get stronger
3. Transform characters into 15 forms
4. Hunt 12 ghosts and monsters
5. Evolution system for character development
6. Beautiful scenes and effects
7. Free food from watching videos","[""Unity3D"", ""Android Support v4""]","[""Fmod""]",True
